iter	Logloss
219	0.02149078789
220	0.02145097105
221	0.02145097516
222	0.02145089577
223	0.02145089975
224	0.02145085906
225	0.02145085906
226	0.0214509404
227	0.02145045618
228	0.02145043172
229	0.02145048869
230	0.02145043579
231	0.02145041536
232	0.02145039298
233	0.02145039913
234	0.02145039908
235	0.02145039908
236	0.02145030346
237	0.021450279
238	0.02145032589
239	0.02145036251
240	0.02145035835
241	0.02145034614
242	0.02145034
243	0.0214503848
244	0.02145020833
245	0.02145029374
246	0.02145040564
247	0.02145039148
248	0.02145035075
249	0.02145026729
250	0.02145024699
251	0.0214503243
252	0.02145023469
253	0.02145008007
254	0.02145013912
255	0.0214499783
256	0.02144979719
257	0.02144979719
258	0.02144979719
259	0.02144979719
260	0.02144979719
261	0.02144979719
262	0.02144979719
263	0.02144979719
264	0.02144979719
265	0.02144979719
266	0.02144979719
267	0.02144979719
268	0.02144979719
269	0.02144979719
270	0.02144979719
271	0.02144979719
272	0.02144979719
273	0.02144979719
274	0.02144979719
275	0.02144979719
276	0.02144979719
277	0.02144979719
278	0.02144979719
279	0.02144979719
280	0.02144979719
281	0.02144979719
282	0.02144979719
283	0.02144979719
284	0.02144979719
285	0.02144979719
286	0.02144979719
287	0.02144979719
288	0.02144979719
289	0.02144979719
290	0.02144979719
291	0.02144979719
292	0.02144979719
293	0.02144979719
294	0.02144979719
295	0.02144979719
296	0.02144979719
297	0.02144979719
298	0.02144979719
299	0.02144979719
300	0.02144979719
301	0.02144979719
302	0.02144979719
303	0.02144979719
304	0.02144979719
305	0.02144979719
306	0.02144979719
307	0.02144979719
308	0.02144979719
309	0.02144979719
310	0.02144979719
311	0.02144979719
312	0.02144979719
313	0.02144979719
314	0.02144979719
315	0.02144979719
316	0.02144979719
317	0.02144979719
318	0.02144979719
319	0.02144979719
320	0.02144979719
321	0.02144979719
322	0.02144979719
323	0.02144979719
324	0.02144979719
325	0.02144979719
326	0.02144979719
327	0.02144979719
328	0.02144979719
329	0.02144979719
330	0.02144979719
331	0.02144979719
332	0.02144979719
333	0.02144979719
334	0.02144979719
335	0.02144979719
336	0.02144979719
337	0.02144979719
338	0.02144979719
339	0.02144979719
340	0.02144979719
341	0.02144979719
342	0.02144979719
343	0.02144979719
344	0.02144979719
345	0.02144979719
346	0.02144979719
347	0.02144979719
348	0.02144979719
349	0.02144979719
350	0.02144979719
351	0.02144979719
352	0.02144979719
353	0.02144979719
354	0.02144979719
355	0.02144979719
356	0.02144979719
357	0.02144979719
358	0.02144979719
359	0.02144979719
360	0.02144979719
361	0.02144979719
362	0.02144979719
363	0.02144979719
364	0.02144979719
365	0.02144979719
366	0.02144979719
367	0.02144979719
368	0.02144979719
369	0.02144979719
370	0.02144979719
371	0.02144979719
372	0.02144979719
373	0.02144979719
374	0.02144979719
375	0.02144979719
376	0.02144979719
377	0.02144979719
378	0.02144979719
379	0.02144979719
380	0.02144979719
381	0.02144979719
382	0.02144979719
383	0.02144979719
384	0.02144979719
385	0.02144979719
386	0.02144979719
387	0.02144979719
388	0.02144979719
389	0.02144979719
390	0.02144979719
391	0.02144979719
392	0.02144979719
393	0.02144979719
394	0.02144979719
395	0.02144979719
396	0.02144979719
397	0.02144979719
398	0.02144979719
399	0.02144979719
400	0.02144979719
401	0.02144979719
402	0.02144979719
403	0.02144979719
404	0.02144979719
405	0.02144979719
406	0.02144979719
407	0.02144979719
408	0.02144979719
409	0.02144979719
410	0.02144979719
411	0.02144979719
412	0.02144979719
413	0.02144979719
414	0.02144979719
415	0.02144979719
416	0.02144979719
417	0.02144979719
418	0.02144979719
419	0.02144979719
420	0.02144979719
421	0.02144979719
422	0.02144979719
423	0.02144979719
424	0.02144979719
425	0.02144979719
426	0.02144979719
427	0.02144979719
428	0.02144979719
429	0.02144979719
430	0.02144979719
431	0.02144979719
432	0.02144979719
433	0.02144979719
434	0.02144979719
435	0.02144979719
436	0.02144979719
437	0.02144979719
438	0.02144979719
439	0.02144979719
440	0.02144979719
441	0.02144979719
442	0.02144979719
443	0.02144979719
444	0.02144979719
445	0.02144979719
446	0.02144979719
447	0.02144979719
448	0.02144979719
449	0.02144979719
450	0.02144979719
451	0.02144979719
452	0.02144979719
453	0.02144979719
454	0.02144979719
455	0.02144979719
456	0.02144979719
457	0.02144979719
458	0.02144979719
459	0.02144979719
460	0.02144979719
461	0.02144979719
462	0.02144979719
463	0.02144979719
464	0.02144979719
465	0.02144979719
466	0.02144979719
467	0.02144979719
468	0.02144979719
469	0.02144979719
470	0.02144979719
471	0.02144979719
472	0.02144979719
473	0.02144979719
474	0.02144979719
475	0.02144979719
476	0.02144979719
477	0.02144979719
478	0.02144979719
479	0.02144979719
480	0.02144979719
481	0.02144979719
482	0.02144979719
483	0.02144979719
484	0.02144979719
485	0.02144979719
486	0.02144979719
487	0.02144979719
488	0.02144979719
489	0.02144979719
490	0.02144979719
491	0.02144979719
492	0.02144979719
493	0.02144979719
494	0.02144979719
495	0.02144979719
496	0.02144979719
497	0.02144979719
498	0.02144979719
499	0.02144979719
500	0.02144979719
501	0.02144979719
502	0.02144979719
503	0.02144979719
504	0.02144979719
505	0.02144979719
506	0.02144979719
507	0.02144979719
508	0.02144979719
509	0.02144979719
510	0.02144979719
511	0.02144979719
512	0.02144979719
513	0.02144979719
514	0.02144979719
515	0.02144979719
516	0.02144979719
517	0.02144979719
518	0.02144979719
519	0.02144979719
520	0.02144979719
521	0.02144979719
522	0.02144979719
523	0.02144979719
524	0.02144979719
525	0.02144979719
526	0.02144979719
527	0.02144979719
528	0.02144979719
529	0.02144979719
530	0.02144979719
531	0.02144979719
532	0.02144979719
533	0.02144979719
534	0.02144979719
535	0.02144979719
536	0.02144979719
537	0.02144979719
538	0.02144979719
539	0.02144979719
540	0.02144979719
541	0.02144979719
542	0.02144979719
543	0.02144979719
544	0.02144979719
545	0.02144979719
546	0.02144979719
547	0.02144979719
548	0.02144979719
549	0.02144979719
550	0.02144979719
551	0.02144979719
552	0.02144979719
553	0.02144979719
554	0.02144979719
555	0.02144979719
556	0.02144979719
557	0.02144979719
558	0.02144979719
559	0.02144979719
560	0.02144979719
561	0.02144979719
562	0.02144979719
563	0.02144979719
564	0.02144979719
565	0.02144979719
566	0.02144979719
567	0.02144979719
568	0.02144979719
569	0.02144979719
570	0.02144979719
571	0.02144979719
572	0.02144979719
573	0.02144979719
574	0.02144979719
575	0.02144979719
576	0.02144979719
577	0.02144979719
578	0.02144979719
579	0.02144979719
580	0.02144979719
581	0.02144979719
582	0.02144979719
583	0.02144979719
584	0.02144979719
585	0.02144979719
586	0.02144979719
587	0.02144979719
588	0.02144979719
589	0.02144979719
590	0.02144979719
591	0.02144979719
592	0.02144979719
593	0.02144979719
594	0.02144979719
595	0.02144979719
596	0.02144979719
597	0.02144979719
598	0.02144979719
599	0.02144979719
600	0.02144979719
601	0.02144979719
602	0.02144979719
603	0.02144979719
604	0.02144979719
605	0.02144979719
606	0.02144979719
607	0.02144979719
608	0.02144979719
609	0.02144979719
610	0.02144979719
611	0.02144979719
612	0.02144979719
613	0.02144979719
614	0.02144979719
615	0.02144979719
616	0.02144979719
617	0.02144979719
618	0.02144979719
619	0.02144979719
620	0.02144979719
621	0.02144979719
622	0.02144979719
623	0.02144979719
624	0.02144979719
625	0.02144979719
626	0.02144979719
627	0.02144979719
628	0.02144979719
629	0.02144979719
630	0.02144979719
631	0.02144979719
632	0.02144979719
633	0.02144979719
634	0.02144979719
635	0.02144979719
636	0.02144979719
637	0.02144979719
638	0.02144979719
639	0.02144979719
640	0.02144979719
641	0.02144979719
642	0.02144979719
643	0.02144979719
644	0.02144979719
645	0.02144979719
646	0.02144979719
647	0.02144979719
648	0.02144979719
649	0.02144979719
650	0.02144979719
651	0.02144979719
652	0.02144979719
653	0.02144979719
654	0.02144979719
655	0.02144979719
656	0.02144979719
657	0.02144979719
658	0.02144979719
659	0.02144979719
660	0.02144979719
661	0.02144979719
662	0.02144979719
663	0.02144979719
664	0.02144979719
665	0.02144979719
666	0.02144979719
667	0.02144979719
668	0.02144979719
669	0.02144979719
670	0.02144979719
671	0.02144979719
672	0.02144979719
673	0.02144979719
674	0.02144979719
675	0.02144979719
676	0.02144979719
677	0.02144979719
678	0.02144979719
679	0.02144979719
680	0.02144979719
681	0.02144979719
682	0.02144979719
683	0.02144979719
684	0.02144979719
685	0.02144979719
686	0.02144979719
687	0.02144979719
688	0.02144979719
689	0.02144979719
690	0.02144979719
691	0.02144979719
692	0.02144979719
693	0.02144979719
694	0.02144979719
695	0.02144979719
696	0.02144979719
697	0.02144979719
698	0.02144979719
699	0.02144979719
700	0.02144979719
701	0.02144979719
702	0.02144979719
703	0.02144979719
704	0.02144979719
705	0.02144979719
706	0.02144979719
707	0.02144979719
708	0.02144979719
709	0.02144979719
710	0.02144979719
711	0.02144979719
712	0.02144979719
713	0.02144979719
714	0.02144979719
715	0.02144979719
716	0.02144979719
717	0.02144979719
718	0.02144979719
719	0.02144979719
720	0.02144979719
721	0.02144979719
722	0.02144979719
723	0.02144979719
724	0.02144979719
725	0.02144979719
726	0.02144979719
727	0.02144979719
728	0.02144979719
729	0.02144979719
730	0.02144979719
731	0.02144979719
732	0.02144979719
733	0.02144979719
734	0.02144979719
735	0.02144979719
736	0.02144979719
737	0.02144979719
738	0.02144979719
739	0.02144979719
740	0.02144979719
741	0.02144979719
742	0.02144979719
743	0.02144979719
744	0.02144979719
745	0.02144979719
746	0.02144979719
747	0.02144979719
748	0.02144979719
749	0.02144979719
750	0.02144979719
751	0.02144979719
752	0.02144979719
753	0.02144979719
754	0.02144979719
755	0.02144979719
756	0.02144979719
757	0.02144979719
758	0.02144979719
759	0.02144979719
760	0.02144979719
761	0.02144979719
762	0.02144979719
763	0.02144979719
764	0.02144979719
765	0.02144979719
766	0.02144979719
767	0.02144979719
768	0.02144979719
769	0.02144979719
770	0.02144979719
771	0.02144979719
772	0.02144979719
773	0.02144979719
774	0.02144979719
775	0.02144979719
776	0.02144979719
777	0.02144979719
778	0.02144979719
779	0.02144979719
780	0.02144979719
781	0.02144979719
782	0.02144979719
783	0.02144979719
784	0.02144979719
785	0.02144979719
786	0.02144979719
787	0.02144979719
788	0.02144979719
789	0.02144979719
790	0.02144979719
791	0.02144979719
792	0.02144979719
793	0.02144979719
794	0.02144979719
795	0.02144979719
796	0.02144979719
797	0.02144979719
798	0.02144979719
799	0.02144979719
