iter	Logloss
0	0.4607191347
1	0.3093834339
2	0.2234428289
3	0.158157334
4	0.1164990669
5	0.08947476526
6	0.07195456228
7	0.05973838158
8	0.05103399558
9	0.04493786586
10	0.04070302303
11	0.03754398757
12	0.03526351856
13	0.03352983066
14	0.0323787999
15	0.03125892003
16	0.03028970907
17	0.02967781874
18	0.02916632979
19	0.02879640349
20	0.02851242529
21	0.02813786864
22	0.02797077956
23	0.02777859726
24	0.0275807918
25	0.02741812819
26	0.02732028615
27	0.02721611674
28	0.02709728689
29	0.02704091474
30	0.02691442004
31	0.02674479749
32	0.026683713
33	0.02662445608
34	0.02657396608
35	0.02653273325
36	0.02647864225
37	0.02643813512
38	0.02640999697
39	0.02635360401
40	0.02630574459
41	0.02623707618
42	0.02619013242
43	0.02615280285
44	0.02611841838
45	0.02605759844
46	0.02598802778
47	0.0259484993
48	0.02588700263
49	0.02583312227
50	0.02575507485
51	0.02571663686
52	0.02569172197
53	0.02563991709
54	0.02559627937
55	0.02556554602
56	0.02554020031
57	0.02551591629
58	0.02546524059
59	0.02541062456
60	0.02541057984
61	0.02537143699
62	0.02528130042
63	0.02528124549
64	0.02520477853
65	0.02515030085
66	0.02511915477
67	0.0250680721
68	0.02504034556
69	0.02504026012
70	0.02502327064
71	0.0249693294
72	0.02496927853
73	0.02490040639
74	0.02485592008
75	0.02477810429
76	0.02473750094
77	0.02466127506
78	0.02459583685
79	0.02445985518
80	0.0243413165
81	0.02430478875
82	0.02427092653
83	0.02425181067
84	0.02414738537
85	0.02414172375
86	0.0240253256
87	0.02397703841
88	0.02390462623
89	0.02390457333
90	0.02388026126
91	0.023849209
92	0.02383380344
93	0.02381076046
94	0.02379478931
95	0.02371646714
96	0.02365342982
97	0.02365340139
98	0.02365258811
99	0.02359663737
100	0.02358425707
101	0.02358430595
102	0.02357290368
103	0.0235515052
104	0.02352364896
105	0.02351288623
106	0.02349620812
107	0.02349619742
108	0.02347880824
109	0.02347105722
110	0.02344940933
111	0.02335912126
112	0.0233253262
113	0.02332534252
114	0.02330611071
115	0.02329014193
116	0.0232778473
117	0.02322881953
118	0.02315329906
119	0.02310811884
120	0.02303715078
121	0.02299778398
122	0.02296420214
123	0.02296418586
124	0.02286777495
125	0.02279913303
126	0.02278996708
127	0.02274198553
128	0.02274161967
129	0.02273303989
130	0.02263701906
131	0.02260753714
132	0.02254443331
133	0.02253698882
134	0.02253665334
135	0.02251139217
136	0.02245342558
137	0.02237056378
138	0.02236215363
139	0.02230775926
140	0.02227005558
141	0.02224801199
142	0.02222923911
143	0.02222923911
144	0.02222923911
145	0.02222923911
146	0.02212897302
147	0.02212259304
148	0.02207234916
149	0.02202672483
150	0.02202105285
151	0.02202098342
152	0.02200453285
153	0.0220045083
154	0.02200457747
155	0.02200455302
156	0.02200455302
157	0.02200456115
158	0.02200452449
159	0.02200453665
160	0.02200446341
161	0.02200446752
162	0.02200448579
163	0.02191376956
164	0.02187232487
165	0.02186540339
166	0.02186051439
167	0.02186023412
168	0.02186023412
169	0.02186023412
170	0.02186023412
171	0.02186023412
172	0.02186023412
173	0.02186023412
174	0.02186023412
175	0.02186023412
176	0.02186023412
177	0.02186023412
178	0.02186023412
179	0.02186023412
180	0.02186023412
181	0.02186023412
182	0.02186023412
183	0.02186023412
184	0.02186023412
185	0.02186023412
186	0.02186023412
187	0.02186023412
188	0.02186023412
189	0.02186023412
190	0.02186023412
191	0.02186023412
192	0.02186023412
193	0.02186023412
194	0.02186023412
195	0.02186023412
196	0.02186023412
197	0.02186023412
198	0.02186023412
199	0.02186023412
200	0.02175978237
201	0.02175986375
202	0.02175985561
203	0.02175934677
204	0.02175878086
205	0.02175878078
206	0.02175879298
207	0.02175806716
208	0.02175805292
209	0.02175788803
210	0.02175786764
211	0.02162018432
212	0.02162030431
213	0.02162030431
214	0.02162030431
215	0.02162030431
216	0.02162030431
217	0.02162030431
218	0.02162030431
